,plan_repeat,plan_done,plan_skipped,plan_xgrid,plan_ygrid,log,reboot,fault,c,injector_P,injector_D,stage_x,stage_y
14,1,True,False,0,14,FlagBegin;0xf8ab5305052542c0730707e7d8e94927;FlagEnd,False,True,0xf8ab5305052542c0730707e7d8e94927,400,2e-07,14.999979999999999,7.142647142857143
15,1,True,False,0,15,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,7.42427693877551
16,1,True,False,0,16,FlagBegin;0x58fa40c1562c081c0392805edbc423f0;FlagEnd,False,True,0x58fa40c1562c081c0392805edbc423f0,400,2e-07,14.999979999999999,7.705906734693878
17,1,True,False,0,17,FlagBegin;0x69c4e0d86a7b0430d8cdb7,False,True,0x69c4e0d86a7b0430d8cdb7,400,2e-07,14.999979999999999,7.987536530612244
18,1,True,False,0,18,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,8.269166326530613
19,1,True,False,0,19,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,8.550796122448979
20,1,True,False,0,20,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,8.832425918367347
21,1,True,False,0,21,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,9.114055714285714
22,1,True,False,0,22,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,9.395685510204082
23,1,True,False,0,23,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,9.677315306122448
24,1,True,False,0,24,,True,False,,400,2e-07,14.999979999999999,9.958945102040817
25,1,True,False,0,25,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,10.240574897959183
26,1,True,False,0,26,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,10.522204693877551
27,1,True,False,0,27,FlagBegin;0x0b4c1ba3504d6bff212c1e28925e3f0c;FlagEnd,False,True,0x0b4c1ba3504d6bff212c1e28925e3f0c,400,2e-07,14.999979999999999,10.803834489795918
28,1,True,False,0,28,FlagBegin;0x3b7929cf5ff72b3f8e04bc5ea0c9edf5;FlagEnd,False,True,0x3b7929cf5ff72b3f8e04bc5ea0c9edf5,400,2e-07,14.999979999999999,11.085464285714286
29,1,True,False,0,29,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,11.367094081632652
30,1,True,False,0,30,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,11.64872387755102
31,1,True,False,0,31,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,11.930353673469389
32,1,True,False,0,32,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,12.211983469387755
33,1,True,False,0,33,FlagBegin;0x396cb357a0db550fc6cb6ea6b1298d1e;FlagEnd,False,True,0x396cb357a0db550fc6cb6ea6b1298d1e,400,2e-07,14.999979999999999,12.493613265306122
34,1,True,False,0,34,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,12.77524306122449
35,1,True,False,0,35,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,13.056872857142858
36,1,True,False,0,36,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,400,2e-07,14.999979999999999,13.338502653061225
