,plan_repeat,plan_done,plan_skipped,plan_xgrid,plan_ygrid,log,reboot,fault,c,injector_P,injector_D,stage_x,stage_y
95,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,3.5000000000000014e-07,9.44997,9.95999
96,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,3.6000000000000015e-07,9.44997,9.95999
97,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,3.7000000000000016e-07,9.44997,9.95999
98,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,3.8000000000000017e-07,9.44997,9.95999
99,1,True,False,0,0,,True,False,,370,3.900000000000002e-07,9.44997,9.95999
100,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,4.000000000000002e-07,9.44997,9.95999
101,1,True,False,0,0,,True,False,,370,4.100000000000002e-07,9.44997,9.95999
102,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,4.200000000000002e-07,9.44997,9.95999
103,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,4.300000000000002e-07,9.44997,9.95999
104,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,4.4000000000000023e-07,9.44997,9.95999
105,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,4.5000000000000024e-07,9.44997,9.95999
106,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,4.6000000000000025e-07,9.44997,9.95999
107,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,4.7000000000000026e-07,9.44997,9.95999
108,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,4.800000000000003e-07,9.44997,9.95999
109,1,True,False,0,0,,True,False,,370,4.900000000000003e-07,9.44997,9.95999
110,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,5.000000000000003e-07,9.44997,9.95999
111,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,5.100000000000003e-07,9.44997,9.95999
112,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,5.200000000000003e-07,9.44997,9.95999
113,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,5.300000000000003e-07,9.44997,9.95999
114,1,True,False,0,0,,True,False,,370,5.400000000000003e-07,9.44997,9.95999
115,1,True,False,0,0,,True,False,,370,5.500000000000003e-07,9.44997,9.95999
116,1,True,False,0,0,,True,False,,370,5.600000000000004e-07,9.44997,9.95999
117,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,5.700000000000004e-07,9.44997,9.95999
118,1,True,False,0,0,FlagBegin;0x69c4e0d86a7b0430d8cdb78070b4c55a;FlagEnd,False,False,0x69c4e0d86a7b0430d8cdb78070b4c55a,370,5.800000000000004e-07,9.44997,9.95999
